name,owner,url,stars,forks,watchers,created_at,updated_at,description,repo_age_days,merged_pull_requests,total_releases,days_since_last_update,primary_language,closed_issues_ratio,total_issues,closed_issues
zed,zed-industries,https://github.com/zed-industries/zed,64194,4978,264,2021-02-20T03:01:06Z,2025-08-21T22:57:52Z,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",1643,16358,967,0,Rust,0.814833215046132,14090,11481
awesome-public-datasets,awesomedata,https://github.com/awesomedata/awesome-public-datasets,64134,10201,2272,2014-11-20T06:20:50Z,2025-08-21T22:28:09Z,A topic-centric list of HQ open datasets.,3927,188,1,0,Unknown,0.4067796610169492,118,48
lazygit,jesseduffield,https://github.com/jesseduffield/lazygit,63868,2198,303,2018-05-19T00:53:06Z,2025-08-21T22:18:10Z,simple terminal UI for git commands,2651,1690,169,0,Go,0.6956331877729257,2290,1593
nocode,kelseyhightower,https://github.com/kelseyhightower/nocode,63774,4768,368,2018-02-06T23:54:00Z,2025-08-21T17:23:53Z,The best way to write secure and reliable applications. Write nothing; deploy nowhere.,2752,1,1,0,Dockerfile,0.14723421756117622,4863,716
the-algorithm,twitter,https://github.com/twitter/the-algorithm,63507,12165,347,2023-03-27T14:57:57Z,2025-08-21T20:04:58Z,Source code for Twitter's Recommendation Algorithm,878,2,0,0,Scala,0.7217821782178218,1010,729
keras,keras-team,https://github.com/keras-team/keras,63358,19612,1884,2015-03-28T00:35:42Z,2025-08-21T22:25:53Z,Deep Learning for humans,3799,4241,80,0,Python,0.9814016602809706,12528,12295
anime,juliangarnier,https://github.com/juliangarnier/anime,63321,4231,771,2016-03-13T21:37:45Z,2025-08-21T22:40:31Z,JavaScript animation engine,3448,79,22,0,JavaScript,0.905422446406053,793,718
scikit-learn,scikit-learn,https://github.com/scikit-learn/scikit-learn,63090,26165,2140,2010-08-17T09:43:38Z,2025-08-21T22:25:57Z,scikit-learn: machine learning in Python,5483,13458,47,0,Python,0.8644867833848267,11652,10073
ragflow,infiniflow,https://github.com/infiniflow/ragflow,62836,6468,283,2023-12-12T06:13:13Z,2025-08-21T22:06:16Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.,618,3734,31,0,TypeScript,0.4620024125452352,4974,2298
design-resources-for-developers,bradtraversy,https://github.com/bradtraversy/design-resources-for-developers,62793,11826,1036,2020-05-06T14:40:35Z,2025-08-21T20:26:02Z,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",1933,949,0,0,Unknown,1.0,104,104
Java,TheAlgorithms,https://github.com/TheAlgorithms/Java,62762,20146,2195,2016-07-16T10:21:02Z,2025-08-21T21:07:04Z,All Algorithms implemented in Java,3323,2018,0,0,Java,0.9927797833935018,1108,1100
annotated_deep_learning_paper_implementations,labmlai,https://github.com/labmlai/annotated_deep_learning_paper_implementations,62658,6357,481,2020-08-25T02:29:34Z,2025-08-21T21:17:09Z,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",1822,101,0,0,Python,0.8248175182481752,137,113
resume.github.com,resume,https://github.com/resume/resume.github.com,62595,1355,343,2011-02-06T13:39:55Z,2025-08-21T15:07:47Z,Resumes generated using the GitHub informations,5310,84,0,0,JavaScript,0.5409836065573771,122,66
Apollo-11,chrislgarry,https://github.com/chrislgarry/Apollo-11,62492,7250,1338,2014-04-03T15:45:02Z,2025-08-21T22:31:52Z,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,4158,343,0,0,Assembly,0.8534031413612565,382,326
OpenHands,All-Hands-AI,https://github.com/All-Hands-AI/OpenHands,62385,7450,426,2024-03-13T03:33:31Z,2025-08-21T23:01:44Z,"🙌 OpenHands: Code Less, Make More",526,5120,76,0,Python,0.8970140158439975,3282,2944
awesome-courses,prakhar1989,https://github.com/prakhar1989/awesome-courses,62338,8233,2299,2014-11-15T18:36:49Z,2025-08-21T19:50:03Z,:books: List of awesome university courses for learning Computer Science!,3932,194,0,0,Unknown,0.4875,80,39
socket.io,socketio,https://github.com/socketio/socket.io,62319,10139,1503,2010-03-11T18:24:48Z,2025-08-21T19:27:59Z,Realtime application framework (Node.JS server),5642,435,75,0,TypeScript,0.9466261061946902,3616,3423
awesome-nodejs,sindresorhus,https://github.com/sindresorhus/awesome-nodejs,62298,6056,1690,2014-07-11T13:35:34Z,2025-08-21T21:39:12Z,:zap: Delightful Node.js packages and resources,4059,418,0,0,Unknown,0.9807692307692307,104,102
sway,FuelLabs,https://github.com/FuelLabs/sway,62145,5409,301,2021-01-19T20:54:33Z,2025-08-21T14:31:13Z,🌴 Empowering everyone to build reliable and efficient smart contracts.,1675,3498,178,0,Rust,0.7421212121212121,3300,2449
docusaurus,facebook,https://github.com/facebook/docusaurus,61386,9329,429,2017-06-20T16:13:53Z,2025-08-21T22:06:08Z,Easy to maintain open source documentation websites.,2984,5482,151,0,TypeScript,0.911144578313253,3320,3025
redux,reduxjs,https://github.com/reduxjs/redux,61307,15197,1263,2015-05-29T23:53:15Z,2025-08-21T14:43:55Z,A JS library for predictable global state management,3736,1720,78,0,TypeScript,0.9815712900096993,2062,2024
awesome-llm-apps,Shubhamsaboo,https://github.com/Shubhamsaboo/awesome-llm-apps,60986,7346,693,2024-04-29T05:30:25Z,2025-08-21T22:54:50Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",479,132,0,0,Python,0.9354838709677419,93,87
Prompt-Engineering-Guide,dair-ai,https://github.com/dair-ai/Prompt-Engineering-Guide,60945,6243,646,2022-12-16T16:04:50Z,2025-08-21T22:27:18Z,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",979,338,0,0,MDX,0.3183856502242152,223,71
lodash,lodash,https://github.com/lodash/lodash,60862,7074,817,2012-04-07T04:11:46Z,2025-08-21T07:10:34Z,"A modern JavaScript utility library delivering modularity, performance, & extras.",4884,581,2,0,JavaScript,0.9805194805194806,4312,4228
atom,atom,https://github.com/atom/atom,60578,17311,2630,2012-01-20T18:18:21Z,2025-08-21T22:56:43Z,:atom: The hackable text editor,4962,3933,538,0,JavaScript,0.9437755698421976,17110,16148
Front-end-Developer-Interview-Questions,h5bp,https://github.com/h5bp/Front-end-Developer-Interview-Questions,60513,11096,2198,2012-02-09T23:34:10Z,2025-08-21T15:33:28Z,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore.",4941,484,0,0,Nunjucks,0.807909604519774,177,143
architect-awesome,xingshaocheng,https://github.com/xingshaocheng/architect-awesome,60395,17808,3211,2018-04-06T13:30:58Z,2025-08-21T22:19:53Z,后端架构师技术图谱,2694,49,0,0,Unknown,0.30985915492957744,71,22
open-interpreter,openinterpreter,https://github.com/openinterpreter/open-interpreter,60323,5165,449,2023-07-14T07:10:44Z,2025-08-21T22:06:15Z,A natural language interface for computers,769,369,48,0,Python,0.7775609756097561,1025,797
localstack,localstack,https://github.com/localstack/localstack,60205,4232,523,2016-10-25T23:48:03Z,2025-08-21T21:24:38Z,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,3221,6232,94,0,Python,0.960146740036685,5997,5758
alacritty,alacritty,https://github.com/alacritty/alacritty,60034,3170,449,2016-02-18T05:02:30Z,2025-08-21T22:32:33Z,"A cross-platform, OpenGL terminal emulator.",3472,1888,101,0,Rust,0.9472480810060427,6123,5800
prometheus,prometheus,https://github.com/prometheus/prometheus,60016,9731,1114,2012-11-24T11:14:12Z,2025-08-21T21:36:04Z,The Prometheus monitoring system and time series database.,4653,7633,341,0,Go,0.9153559267066645,6167,5645
markdown-here,adam-p,https://github.com/adam-p/markdown-here,59999,11195,1005,2012-05-13T03:27:22Z,2025-08-21T21:38:19Z,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",4848,27,17,0,JavaScript,0.5151033386327504,629,324
llm-course,mlabonne,https://github.com/mlabonne/llm-course,59932,6493,573,2023-06-17T22:16:25Z,2025-08-21T22:06:13Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,796,1,0,0,Unknown,0.35714285714285715,84,30
rustlings,rust-lang,https://github.com/rust-lang/rustlings,59697,10854,356,2015-09-15T02:25:18Z,2025-08-21T22:46:41Z,:crab: Small exercises to get you used to reading and writing Rust code!,3628,915,46,0,Rust,0.936141304347826,736,689
ghidra,NationalSecurityAgency,https://github.com/NationalSecurityAgency/ghidra,59571,6639,1067,2019-03-01T03:27:48Z,2025-08-21T21:15:46Z,Ghidra is a software reverse engineering (SRE) framework,2365,521,45,0,Java,0.7348635459967467,5533,4066
jquery,jquery,https://github.com/jquery/jquery,59542,20555,3151,2009-04-03T15:20:14Z,2025-08-21T17:45:50Z,jQuery JavaScript Library,5984,812,11,0,JavaScript,0.9665961945031712,2365,2286
nerd-fonts,ryanoasis,https://github.com/ryanoasis/nerd-fonts,59256,3792,402,2014-12-05T04:31:17Z,2025-08-21T22:35:43Z,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",3912,550,38,0,CSS,0.9716376944190301,1093,1062
shadowsocks-windows,shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,58985,16352,2433,2013-01-14T07:54:16Z,2025-08-21T17:18:45Z,A C# port of shadowsocks,4602,290,55,0,C#,0.9364697802197802,2912,2727
tldr,tldr-pages,https://github.com/tldr-pages/tldr,58939,4693,393,2013-12-08T07:34:43Z,2025-08-21T21:24:26Z,📚 Collaborative cheatsheets for console commands,4274,14699,6,0,Markdown,0.8799212598425197,1524,1341
angular.js,angular,https://github.com/angular/angular.js,58757,27331,3757,2010-01-06T00:34:37Z,2025-08-21T14:36:53Z,AngularJS - HTML enhanced for web apps!,5706,789,0,0,JavaScript,0.9567477876106195,9040,8649
spring-framework,spring-projects,https://github.com/spring-projects/spring-framework,58699,38645,3311,2010-12-08T04:04:45Z,2025-08-21T16:04:08Z,Spring Framework,5370,871,341,0,Java,0.9896332915221722,27106,26825
llama,meta-llama,https://github.com/meta-llama/llama,58664,9801,540,2023-02-14T09:29:12Z,2025-08-21T21:52:59Z,Inference code for Llama models,919,53,0,0,Python,0.5948905109489051,1096,652
scrapy,scrapy,https://github.com/scrapy/scrapy,58014,11015,1774,2010-02-22T02:01:14Z,2025-08-21T23:00:03Z,"Scrapy, a fast high-level web crawling & scraping framework for Python.",5659,2392,43,0,Python,0.8537275872916011,3179,2714
MetaGPT,FoundationAgents,https://github.com/FoundationAgents/MetaGPT,58006,6973,846,2023-06-30T09:04:55Z,2025-08-21T22:06:14Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",783,660,22,0,Python,0.9861271676300578,865,853
nuxt,nuxt,https://github.com/nuxt/nuxt,57986,5349,788,2016-10-26T11:18:47Z,2025-08-21T22:22:42Z,The Intuitive Vue Framework.,3221,6902,256,0,TypeScript,0.9532553255325532,16665,15886
leetcode-master,youngyangyang04,https://github.com/youngyangyang04/leetcode-master,57887,12135,387,2019-12-14T12:05:42Z,2025-08-21T22:59:49Z,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀 ,2077,2306,0,0,Shell,0.2426470588235294,272,66
uBlock,gorhill,https://github.com/gorhill/uBlock,57829,3670,984,2015-04-01T17:51:11Z,2025-08-21T22:31:44Z,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,3795,252,277,0,JavaScript,0.9962264150943396,3445,3432
fuel-core,FuelLabs,https://github.com/FuelLabs/fuel-core,57534,2848,230,2020-08-27T21:12:14Z,2025-08-21T08:03:13Z,Rust full node implementation of the Fuel v2 protocol.,1820,1553,123,0,Rust,0.8723021582733813,1112,970
rails,rails,https://github.com/rails/rails,57319,21928,2313,2008-04-11T02:19:47Z,2025-08-21T22:35:29Z,Ruby on Rails,6341,25153,149,0,Ruby,0.9736220256086168,18197,17717
html5-boilerplate,h5bp,https://github.com/h5bp/html5-boilerplate,57122,12290,2486,2010-01-24T18:03:24Z,2025-08-21T14:57:11Z,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",5688,790,34,0,JavaScript,0.9940915805022157,1354,1346
awesome-flutter,Solido,https://github.com/Solido/awesome-flutter,56921,6789,1580,2017-05-07T11:45:27Z,2025-08-21T20:34:57Z,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.",3028,444,0,0,Dart,0,0,0
LLaMA-Factory,hiyouga,https://github.com/hiyouga/LLaMA-Factory,56556,6925,287,2023-05-28T10:09:12Z,2025-08-21T22:06:13Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),816,691,34,0,Python,0.9189852700490998,7332,6738
nocodb,nocodb,https://github.com/nocodb/nocodb,56552,4101,385,2017-10-29T18:51:48Z,2025-08-21T23:01:28Z,🔥 🔥 🔥 Open Source Airtable Alternative,2853,5290,174,0,TypeScript,0.8521492678318375,4234,3608
private-gpt,zylon-ai,https://github.com/zylon-ai/private-gpt,56496,7576,476,2023-05-02T09:15:31Z,2025-08-21T21:35:29Z,"Interact with your documents using the power of GPT, 100% privately, no data leaks",842,224,10,0,Python,0.7922506183017313,1213,961
DeepLearning-500-questions,scutan90,https://github.com/scutan90/DeepLearning-500-questions,56469,15980,2246,2018-06-27T06:36:45Z,2025-08-21T16:14:46Z,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,2612,302,0,0,JavaScript,0.42408376963350786,191,81
drawio-desktop,jgraph,https://github.com/jgraph/drawio-desktop,56402,5394,548,2017-05-25T20:58:42Z,2025-08-21T20:53:54Z,Official electron build of draw.io,3010,20,159,0,JavaScript,0.9614678899082569,1635,1572
you-get,soimort,https://github.com/soimort/you-get,56346,9800,1367,2012-08-20T15:53:36Z,2025-08-21T20:25:24Z,:arrow_double_down: Dumb downloader that scrapes the web,4749,582,123,0,Python,0,0,0
mkcert,FiloSottile,https://github.com/FiloSottile/mkcert,56183,2938,491,2018-06-25T05:33:03Z,2025-08-21T20:17:55Z,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,2614,52,14,0,Go,0.6947674418604651,344,239
traefik,traefik,https://github.com/traefik/traefik,56163,5446,673,2015-09-13T19:04:02Z,2025-08-21T16:27:42Z,The Cloud Native Application Proxy,3630,4702,481,0,Go,0.898772040302267,6352,5709
git,git,https://github.com/git/git,56140,26556,2423,2008-07-23T14:21:26Z,2025-08-21T22:17:58Z,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,6238,3,0,0,C,0,0,0
awesome-chatgpt-prompts-zh,PlexPt,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,56007,13561,357,2022-12-12T01:55:03Z,2025-08-21T16:44:43Z,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,983,33,0,0,Unknown,0.6041666666666666,96,58
vllm,vllm-project,https://github.com/vllm-project/vllm,55960,9557,430,2023-02-09T11:23:20Z,2025-08-21T22:01:09Z,A high-throughput and memory-efficient inference and serving engine for LLMs,924,8706,73,0,Python,0.8221684414327203,10330,8493
gatsby,gatsbyjs,https://github.com/gatsbyjs/gatsby,55918,10284,718,2015-05-21T22:43:05Z,2025-08-21T14:44:00Z,"The best React-based framework with performance, scalability and security built in.",3745,18184,149,0,JavaScript,0.9847722926552872,14119,13904
openpilot,commaai,https://github.com/commaai/openpilot,55863,10059,1318,2016-11-24T01:33:30Z,2025-08-21T21:43:27Z,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.",3192,11776,58,0,Python,0.9578293559986923,3059,2930
leetcode,azl397985856,https://github.com/azl397985856/leetcode,55575,9478,1327,2018-03-30T09:13:51Z,2025-08-21T16:42:06Z,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),2701,257,40,0,JavaScript,0.9649805447470817,257,248
Magisk,topjohnwu,https://github.com/topjohnwu/Magisk,55421,14854,1571,2016-09-08T12:42:53Z,2025-08-21T21:06:12Z,The Magic Mask for Android,3269,1617,151,0,Kotlin,0.9940913446183328,6262,6225
react-router,remix-run,https://github.com/remix-run/react-router,55397,10697,808,2014-05-16T22:22:51Z,2025-08-21T21:50:07Z,Declarative routing for React,4115,3191,310,0,TypeScript,0.987843811394892,8144,8045
face_recognition,ageitgey,https://github.com/ageitgey/face_recognition,55288,13660,1564,2017-03-03T21:52:39Z,2025-08-21T21:54:24Z,The world's simplest facial recognition api for Python and the command line,3093,94,2,0,Python,0.4343065693430657,1370,595
yolov5,ultralytics,https://github.com/ultralytics/yolov5,55059,17149,375,2020-05-18T03:45:11Z,2025-08-21T20:18:37Z,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,1921,2206,10,0,Python,0.9727494433252041,9431,9174
Real-Time-Voice-Cloning,CorentinJ,https://github.com/CorentinJ/Real-Time-Voice-Cloning,54890,9058,942,2019-05-26T08:56:15Z,2025-08-21T22:00:19Z,Clone a voice in 5 seconds to generate arbitrary speech in real-time,2279,48,0,0,Python,0.8138056312443234,1101,896
gpt-engineer,AntonOsika,https://github.com/AntonOsika/gpt-engineer,54752,7267,537,2023-04-29T12:52:15Z,2025-08-21T21:35:59Z,CLI platform to experiment with codegen. Precursor to: https://lovable.dev,845,350,20,0,Python,0.93812375249501,501,470
minio,minio,https://github.com/minio/minio,54730,6095,631,2015-01-14T19:23:58Z,2025-08-21T21:39:02Z,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",3872,9854,519,0,Go,0.9953905249679897,7810,7774
ripgrep,BurntSushi,https://github.com/BurntSushi/ripgrep,54662,2216,291,2016-03-11T02:02:33Z,2025-08-21T22:02:58Z,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,3450,516,72,0,Rust,0.9228521332554062,1711,1579
AFFiNE,toeverything,https://github.com/toeverything/AFFiNE,54446,3689,250,2022-07-31T18:45:21Z,2025-08-21T22:41:02Z,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",1117,8710,572,0,TypeScript,0.9073705179282868,3012,2733
faceswap,deepfakes,https://github.com/deepfakes/faceswap,54426,13426,1538,2017-12-19T09:44:13Z,2025-08-21T20:23:06Z,Deepfakes Software For All,2802,357,4,0,Python,0.9614074914869466,881,847
zustand,pmndrs,https://github.com/pmndrs/zustand,54261,1779,176,2019-04-09T09:10:06Z,2025-08-21T22:41:46Z,🐻 Bear necessities for state management in React,2326,808,98,0,TypeScript,0.9971014492753624,690,688
element,ElemeFE,https://github.com/ElemeFE/element,54241,14598,1304,2016-09-03T06:19:26Z,2025-08-21T16:31:29Z,A Vue.js 2.0 UI Toolkit for Web,3274,3231,145,0,Vue,0.8537199798466103,17863,15250
bat,sharkdp,https://github.com/sharkdp/bat,54051,1331,210,2018-04-21T10:52:23Z,2025-08-21T21:25:27Z,A cat(1) clone with wings.,2679,1465,41,0,Rust,0.7839262187088274,1518,1190
ChatGPT,lencx,https://github.com/lencx/ChatGPT,54037,6150,458,2022-12-07T09:43:02Z,2025-08-21T17:10:01Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",988,123,34,0,Rust,0.3010842368640534,1199,361
project-layout,golang-standards,https://github.com/golang-standards/project-layout,53548,5378,600,2017-09-09T16:33:26Z,2025-08-21T21:45:32Z,Standard Go Project Layout,2903,90,0,0,Makefile,0.39285714285714285,112,44
awesome-android-ui,wasabeef,https://github.com/wasabeef/awesome-android-ui,53441,10234,2764,2014-12-24T01:45:03Z,2025-08-21T21:27:29Z,A curated list of awesome Android UI/UX libraries,3893,90,0,0,Unknown,0.8245614035087719,114,94
rich,Textualize,https://github.com/Textualize/rich,53404,1872,534,2019-11-10T15:28:09Z,2025-08-21T22:53:24Z,Rich is a Python library for rich text and beautiful formatting in the terminal.,2111,836,170,0,Python,0.8552447552447553,1430,1223
normalize.css,necolas,https://github.com/necolas/normalize.css,53359,10540,1474,2011-05-04T10:20:25Z,2025-08-21T22:12:33Z,A modern alternative to CSS resets,5223,56,0,0,CSS,0.8916827852998066,517,461
hackingtool,Z4nzu,https://github.com/Z4nzu/hackingtool,53327,5765,1269,2020-04-11T09:21:31Z,2025-08-21T22:25:41Z,ALL IN ONE Hacking Tool For Hackers,1958,56,0,0,Python,0.8605898123324397,373,321
requests,psf,https://github.com/psf/requests,53192,9526,1320,2011-02-13T18:38:17Z,2025-08-21T21:27:15Z,"A simple, yet elegant, HTTP library.",5303,1591,14,0,Python,0.9505048017729624,4061,3860
maybe,maybe-finance,https://github.com/maybe-finance/maybe,53143,4384,227,2024-01-01T22:23:46Z,2025-08-21T22:14:25Z,The personal finance app for everyone,598,1073,28,0,Ruby,0,0,0
pi-hole,pi-hole,https://github.com/pi-hole/pi-hole,53017,2863,704,2014-06-08T15:02:55Z,2025-08-21T19:30:40Z,A black hole for Internet advertisements,4092,2106,118,0,Shell,0.9873458792991564,3082,3043
astro,withastro,https://github.com/withastro/astro,52957,2865,204,2021-03-15T17:19:47Z,2025-08-21T18:16:09Z,The web framework for content-driven websites. ⭐️ Star to support our work!,1620,7323,1000,0,TypeScript,0.972691340280273,5566,5414
PaddleOCR,PaddlePaddle,https://github.com/PaddlePaddle/PaddleOCR,52876,8531,468,2020-05-08T10:38:16Z,2025-08-21T22:06:10Z,"Awesome multilingual OCR and Document Parsing toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)",1931,2959,24,0,Python,0.9867529578319345,9889,9758
meilisearch,meilisearch,https://github.com/meilisearch/meilisearch,52867,2134,293,2018-04-23T11:45:28Z,2025-08-21T21:48:30Z,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,2677,2148,266,0,Rust,0.908578856152513,2308,2097
FFmpeg,FFmpeg,https://github.com/FFmpeg/FFmpeg,52413,12942,1485,2011-04-14T14:12:38Z,2025-08-21T22:49:20Z,Mirror of https://git.ffmpeg.org/ffmpeg.git,5243,16,0,0,C,0,0,0
appwrite,appwrite,https://github.com/appwrite/appwrite,52380,4622,387,2019-04-08T16:36:25Z,2025-08-21T19:17:53Z,Build like a team of hundreds_,2327,3842,112,0,TypeScript,0.8466617754952311,4089,3462
rclone,rclone,https://github.com/rclone/rclone,52178,4649,575,2014-03-16T16:19:57Z,2025-08-21T23:02:57Z,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",4176,2115,114,0,Go,0.8317789291882556,5790,4816
awesome-rust,rust-unofficial,https://github.com/rust-unofficial/awesome-rust,52159,3003,830,2014-07-17T10:45:10Z,2025-08-21T21:13:47Z,A curated list of Rust code and resources.,4053,1568,0,0,Rust,0.9295774647887324,142,132
github-cheat-sheet,tiimgreen,https://github.com/tiimgreen/github-cheat-sheet,52107,5333,1373,2014-04-12T16:38:42Z,2025-08-21T22:10:02Z,A list of cool features of Git and GitHub.,4149,129,0,0,Unknown,0.676056338028169,71,48
ionic-framework,ionic-team,https://github.com/ionic-team/ionic-framework,51992,13440,1579,2013-08-20T23:06:02Z,2025-08-21T22:24:07Z,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",4383,6303,914,0,TypeScript,0.9738870251156043,22058,21482
material-design-icons,google,https://github.com/google/material-design-icons,51988,9659,1803,2014-10-08T18:01:28Z,2025-08-21T22:48:40Z,Material Design icons by Google (Material Symbols),3970,50,16,0,Unknown,0.757516339869281,1530,1159
dive,wagoodman,https://github.com/wagoodman/dive,51777,1904,365,2018-05-13T15:44:01Z,2025-08-21T19:56:52Z,A tool for exploring each layer in a docker image,2657,164,28,0,Go,0.5626740947075209,359,202
pdf.js,mozilla,https://github.com/mozilla/pdf.js,51649,10413,1124,2011-04-26T06:32:03Z,2025-08-21T16:56:35Z,PDF Reader in JavaScript,5231,8090,76,0,JavaScript,0.9606889169991243,10277,9873
segment-anything,facebookresearch,https://github.com/facebookresearch/segment-anything,51603,6057,320,2023-03-23T17:03:03Z,2025-08-21T21:53:07Z,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",882,15,0,0,Jupyter Notebook,0.2532005689900427,703,178
core,vuejs,https://github.com/vuejs/core,51363,8839,753,2018-06-12T13:49:36Z,2025-08-21T17:16:15Z,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",2627,3234,246,0,TypeScript,0.8839625909248354,5774,5104
crawl4ai,unclecode,https://github.com/unclecode/crawl4ai,51353,5088,289,2024-05-09T09:48:50Z,2025-08-21T22:25:48Z,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN",469,89,8,0,Python,0.8146279949558638,793,646
Docker-OSX,sickcodes,https://github.com/sickcodes/Docker-OSX,51225,2855,446,2020-06-04T11:01:37Z,2025-08-21T17:01:48Z,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,1904,107,0,0,Shell,0.42128935532233885,667,281
Semantic-UI,Semantic-Org,https://github.com/Semantic-Org/Semantic-UI,51195,4919,1286,2013-04-08T23:32:04Z,2025-08-21T21:35:44Z,Semantic is a UI component framework based around useful principles from natural language.,4517,355,154,0,JavaScript,0.8449077786688052,6235,5268
kotlin,JetBrains,https://github.com/JetBrains/kotlin,51131,5992,1526,2012-02-13T17:29:58Z,2025-08-21T21:46:47Z,The Kotlin Programming Language. ,4938,2064,266,0,Kotlin,0,0,0
trackerslist,ngosang,https://github.com/ngosang/trackerslist,51073,6673,1310,2016-04-24T11:57:57Z,2025-08-21T22:10:48Z,Updated list of public BitTorrent trackers,3406,1,0,0,Unknown,0.9876288659793815,485,479
guava,google,https://github.com/google/guava,51029,11051,2354,2014-05-29T16:23:17Z,2025-08-21T20:15:50Z,Google core libraries for Java,4102,1013,56,0,Java,0.8265193370165745,3620,2992
marktext,marktext,https://github.com/marktext/marktext,50996,3729,424,2017-11-12T16:05:25Z,2025-08-21T20:46:04Z,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",2839,939,36,0,JavaScript,0.561963611397185,2913,1637
joplin,laurent22,https://github.com/laurent22/joplin,50920,5448,483,2017-01-16T21:49:41Z,2025-08-21T22:45:44Z,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",3139,4403,385,0,TypeScript,0.9245100745238752,7246,6699
OpenBB,OpenBB-finance,https://github.com/OpenBB-finance/OpenBB,50914,4771,375,2020-12-20T10:46:38Z,2025-08-21T22:19:51Z,"Financial data platform for analysts, quants and AI agents.",1705,4114,46,0,Python,0.9835189309576837,2245,2208
